freq,unit,isced11,sex,geo\TIME_PERIOD	2012 	2013 	2014 	2015 	2016 	2017 	2018 	2019 	2020 	2021 	2022 	2023 	2024 
A,P_THAB,ED6,T,UK	: 	13.1 	14.7 	13.0 	13.2 	13.8 	14.3 	14.6 	: 	: 	: 	: 	: 
A,P_THAB,ED7,F,AL	: 	: 	: 	: 	: 	: 	: 	: 	: 	3.9 	4.5 	4.8 	: 
A,P_THAB,ED7,F,AT	: 	3.7 	3.9 	3.4 	3.9 	3.7 	4.0 	4.1 	4.1 	4.5 	4.7 	4.9 	5.2 
A,P_THAB,ED7,F,BE	: 	3.1 	3.6 	3.6 	3.7 	3.6 	3.4 	3.5 	3.8 	4.3 	4.1 	4.6 	: 
A,P_THAB,ED7,F,BG	: 	4.4 	4.7 	5.4 	5.0 	5.2 	4.9 	4.7 	4.5 	4.9 	5.1 	4.6 	5.8 
A,P_THAB,ED7,F,CH	: 	2.6 	2.8 	3.3 	3.2 	3.4 	3.5 	3.7 	3.8 	4.4 	4.6 	4.9 	5.2 
A,P_THAB,ED7,F,CY	: 	2.0 	2.0 	2.9 	3.4 	2.9 	2.9 	2.8 	2.3 	2.4 	2.8 	3.4 	3.6 
A,P_THAB,ED7,F,CZ	: 	4.5 	4.3 	5.2 	5.2 	5.3 	5.5 	5.4 	5.5 	5.3 	5.2 	5.0 	: 
A,P_THAB,ED7,F,DE	: 	4.3 	4.6 	4.8 	4.8 	5.1 	5.2 	5.5 	5.3 	6.0 	6.3 	6.4 	6.7 
A,P_THAB,ED7,F,DK	: 	4.6 	5.1 	5.4 	7.4 	7.6 	7.3 	7.8 	7.4 	8.9 	8.4 	9.1 	9.2 
A,P_THAB,ED7,F,EE	: 	4.8 	4.5 	5.4 	5.2 	5.4 	5.6 	6.3 	6.7 	6.7 	7.1 	6.7 	7.3 
A,P_THAB,ED7,F,EL	: 	2.6 	2.6 	2.9 	3.4 	4.0 	4.3 	4.2 	3.9 	4.6 	5.1 	6.1 	5.6 
A,P_THAB,ED7,F,ES	: 	5.6 	5.0 	5.1 	4.3 	4.2 	3.9 	3.8 	4.1 	4.0 	4.1 	4.0 	4.4 
A,P_THAB,ED7,F,EU27_2020	: 	4.9 	5.0 	5.2 	5.3 	5.5 	5.5 d	5.6 	5.7 	6.1 	6.2 	6.5 	: 
A,P_THAB,ED7,F,EU28	: 	4.8 	4.9 	5.1 	5.2 	5.4 	5.5 d	5.8 	: 	: 	: 	: 	: 
A,P_THAB,ED7,F,FI	: 	5.0 	4.8 	5.1 	5.1 	5.2 	5.2 	5.3 	6.5 	6.0 	6.6 	7.9 	9.2 
A,P_THAB,ED7,F,FR	: 	: d	: d	7.0 	7.3 	7.2 	7.3 d	7.5 	8.1 	8.5 	8.6 	9.3 	9.1 
A,P_THAB,ED7,F,HR	: 	5.1 	5.6 	5.6 	6.2 	6.1 	6.1 	6.7 	7.3 	7.8 	7.8 	7.9 	7.5 
A,P_THAB,ED7,F,HU	: 	2.3 	2.4 	2.3 	2.7 	2.7 	2.9 	2.7 	3.1 d	2.6 	2.6 	2.8 	2.6 
A,P_THAB,ED7,F,IE	: 	1.8 	2.5 	3.9 	3.8 	4.4 	5.4 d	6.4 d	7.5 d	8.1 d	10.4 d	10.2 d	: 
A,P_THAB,ED7,F,IS	: 	2.4 	4.3 	2.8 	3.3 	2.7 	3.8 	4.0 	3.2 	3.4 	3.4 	5.3 	: 
A,P_THAB,ED7,F,IT	: 	4.7 	4.8 	5.0 	5.0 	5.3 	5.6 	6.3 	6.1 p	6.9 	7.2 	7.9 	8.3 
A,P_THAB,ED7,F,LI	: 	4.5 	1.3 	1.4 	6.3 	6.3 	5.0 	5.4 	6.6 	7.2 	6.8 	: 	: 
A,P_THAB,ED7,F,LT	: 	3.8 	3.5 	3.1 	3.0 	3.4 	3.4 	3.2 	3.7 	4.0 	4.1 	3.7 	4.3 
A,P_THAB,ED7,F,LU	: 	1.5 	1.0 	0.8 	0.7 	0.5 	0.7 	0.7 	1.1 	1.4 	1.2 	1.6 	1.6 
A,P_THAB,ED7,F,LV	: 	3.0 	2.8 	2.8 	2.8 	2.8 	2.6 	2.7 	3.3 	3.5 	3.0 	3.4 	: 
A,P_THAB,ED7,F,ME	: 	: 	: 	: 	: 	: d	: d	: d	: d	1.8 	: 	2.1 	2.8 
A,P_THAB,ED7,F,MK	: 	1.3 	1.6 	1.5 	1.7 	1.8 	1.9 	1.8 	1.6 	1.8 	2.1 	2.6 	2.2 
A,P_THAB,ED7,F,MT	: 	2.5 	2.8 	2.1 	1.4 	1.9 	2.5 	2.0 	2.2 	2.2 	2.6 	2.1 	2.1 
A,P_THAB,ED7,F,NL	: 	1.7 	1.9 	2.6 	2.7 	3.0 	3.5 	3.6 	3.7 	4.4 	4.4 	4.9 	: 
A,P_THAB,ED7,F,NO	: 	3.7 	3.6 	3.6 	3.2 	4.2 	4.8 	4.7 	4.9 	5.4 	5.8 	6.0 	6.4 
A,P_THAB,ED7,F,PL	: 	6.1 	6.7 	7.3 	7.5 	8.9 	7.5 	7.0 	5.8 	6.1 	5.8 	5.6 	5.4 
A,P_THAB,ED7,F,PT	: 	5.5 	5.5 	6.1 	6.2 	6.4 	6.5 	6.6 	6.4 	7.0 	6.9 	7.8 	: 
A,P_THAB,ED7,F,RO	: 	5.5 	5.9 	5.1 	4.7 	5.0 	5.4 	5.8 	6.6 	6.9 	6.5 	6.2 	6.4 
A,P_THAB,ED7,F,RS	: 	: 	7.1 	7.2 	4.3 	4.0 	4.3 	4.2 	4.6 	4.3 	5.1 	5.7 	6.2 
A,P_THAB,ED7,F,SE	: 	4.3 	4.4 	4.7 	5.0 	4.7 	4.9 	5.6 	6.0 	6.7 	6.6 	6.8 	: 
A,P_THAB,ED7,F,SI	: 	4.0 	3.7 	4.1 	7.9 	4.0 	4.7 	4.8 	4.8 	5.0 	5.2 	5.6 	5.8 
A,P_THAB,ED7,F,SK	: 	6.0 	6.0 	5.7 	5.7 	5.3 	4.8 	4.4 	4.6 	4.0 	3.9 	4.0 	4.1 
A,P_THAB,ED7,F,TR	: 	: 	: 	0.6 	0.7 	0.7 	0.9 	1.5 	0.9 	0.9 	1.3 	1.4 	: 
A,P_THAB,ED7,F,UK	: 	4.5 	4.3 	4.5 	4.7 	4.9 	5.9 	6.6 	: 	: 	: 	: 	: 
A,P_THAB,ED7,M,AL	: 	: 	: 	: 	: 	: 	: 	: 	: 	4.7 	4.5 	4.8 	: 
A,P_THAB,ED7,M,AT	: 	7.4 	8.0 	7.3 	7.6 	7.3 	7.8 	7.9 	8.1 	8.3 	8.1 	8.4 	8.7 
A,P_THAB,ED7,M,BE	: 	7.7 	8.4 	7.7 	8.0 	7.7 	7.6 	7.7 	8.2 	8.1 	7.8 	8.6 	: 
A,P_THAB,ED7,M,BG	: 	5.8 	6.2 	7.3 	6.5 	7.0 	6.9 	6.9 	6.3 	7.0 	6.9 	6.8 	7.4 
A,P_THAB,ED7,M,CH	: 	6.7 	7.1 	7.1 	7.4 	7.6 	8.0 	8.2 	8.2 	9.3 	8.9 	9.6 	10.1 
A,P_THAB,ED7,M,CY	: 	1.5 	1.9 	2.7 	2.9 	3.3 	2.9 	3.7 	3.3 	3.3 	4.3 	4.4 	4.7 
A,P_THAB,ED7,M,CZ	: 	9.1 	8.9 	9.4 	9.1 	9.3 	8.9 	8.7 	8.6 	8.0 	7.8 	8.1 	: 
A,P_THAB,ED7,M,DE	: 	7.8 	8.5 	9.0 	9.1 	9.9 	10.0 	10.2 	9.5 	10.1 	10.4 	10.5 	10.6 
A,P_THAB,ED7,M,DK	: 	7.2 	7.3 	8.3 	10.4 	10.1 	10.2 	9.8 	9.8 	11.3 	11.1 	11.8 	11.2 
A,P_THAB,ED7,M,EE	: 	5.9 	5.4 	6.6 	7.2 	7.5 	7.3 	7.4 	8.3 	9.1 	7.8 	7.2 	7.8 
A,P_THAB,ED7,M,EL	: 	3.0 	3.0 	3.3 	4.1 	4.9 	5.2 	4.7 	4.7 	5.0 	5.6 	5.8 	5.5 
A,P_THAB,ED7,M,ES	: 	8.0 	7.7 	7.4 	6.6 	6.5 	5.8 	5.8 	6.3 	6.1 	6.4 	6.3 	6.7 
A,P_THAB,ED7,M,EU27_2020	: 	7.8 	8.0 	8.1 	8.3 	8.6 	8.6 d	8.9 	8.8 	9.3 	9.3 	9.6 	: 
A,P_THAB,ED7,M,EU28	: 	7.7 	7.7 	7.9 	8.0 	8.3 	8.4 d	8.6 	: 	: 	: 	: 	: 
A,P_THAB,ED7,M,FI	: 	9.0 	9.5 	9.7 	10.5 	10.2 	9.9 	10.8 	11.9 	10.9 	11.2 	12.6 	14.4 
A,P_THAB,ED7,M,FR	: 	: d	: d	12.8 	13.2 	13.1 	13.6 d	14.2 	14.8 	15.6 	15.1 	15.6 	15.3 
A,P_THAB,ED7,M,HR	: 	8.0 	8.0 	9.3 	8.8 	9.2 	10.0 	10.6 	10.7 	12.1 	11.2 	10.4 	10.0 
A,P_THAB,ED7,M,HU	: 	3.9 	4.2 	4.3 	4.5 	4.5 	4.5 	4.5 	5.2 d	4.6 	4.7 	4.8 	4.7 
A,P_THAB,ED7,M,IE	: 	5.0 	5.5 	7.7 	7.4 	8.6 	9.8 d	11.7 d	14.2 d	14.2 d	15.7 d	15.5 d	: 
A,P_THAB,ED7,M,IS	: 	3.3 	3.9 	3.6 	3.4 	4.1 	3.7 	3.2 	3.3 	3.9 	3.8 	3.5 	: 
A,P_THAB,ED7,M,IT	: 	6.4 	6.4 	6.4 	6.5 	6.9 	7.6 	8.1 	8.0 p	9.1 	9.1 	9.7 	9.8 
A,P_THAB,ED7,M,LI	: 	4.0 	8.7 	8.7 	6.5 	6.5 	2.1 	4.3 	7.1 	4.0 	1.4 	: 	: 
A,P_THAB,ED7,M,LT	: 	5.9 	5.1 	5.3 	4.9 	5.5 	5.3 	5.5 	5.2 	5.5 	5.4 	5.1 	4.6 
A,P_THAB,ED7,M,LU	: 	2.0 	1.6 	1.4 	1.5 	1.2 	1.6 	1.6 	1.6 	1.6 	1.8 	2.4 	2.4 
A,P_THAB,ED7,M,LV	: 	4.2 	3.8 	4.0 	3.6 	4.1 	3.9 	3.7 	4.9 	5.2 	4.2 	4.0 	: 
A,P_THAB,ED7,M,ME	: 	: 	: 	: 	: 	: d	: d	: d	: d	1.2 	: 	1.6 	1.7 
A,P_THAB,ED7,M,MK	: 	1.5 	1.8 	1.2 	1.6 	1.5 	1.5 	1.5 	1.2 	1.2 	1.7 	1.9 	1.8 
A,P_THAB,ED7,M,MT	: 	4.3 	3.8 	3.0 	3.2 	3.0 	3.6 	3.5 	2.3 	3.1 	3.7 	2.7 	2.8 
A,P_THAB,ED7,M,NL	: 	4.0 	4.1 	4.6 	4.9 	5.2 	5.6 	6.0 	6.0 	7.0 	6.8 	7.3 	: 
A,P_THAB,ED7,M,NO	: 	5.4 	5.7 	5.7 	4.8 	7.2 	7.1 	7.2 	7.4 	8.2 	8.4 	9.1 	9.2 
A,P_THAB,ED7,M,PL	: 	7.4 	7.7 	7.7 	7.9 	9.8 	8.1 	7.7 	6.6 	6.7 	6.7 	7.0 	7.1 
A,P_THAB,ED7,M,PT	: 	7.7 	7.5 	8.2 	8.5 	8.9 	9.0 	9.0 	8.9 	9.0 	9.1 	10.0 	: 
A,P_THAB,ED7,M,RO	: 	6.4 	6.6 	5.5 	5.2 	5.3 	5.6 	5.8 	6.4 	6.5 	6.4 	6.3 	6.3 
A,P_THAB,ED7,M,RS	: 	: 	8.5 	8.7 	4.2 	4.4 	3.9 	4.5 	4.6 	4.3 	4.8 	5.3 	5.6 
A,P_THAB,ED7,M,SE	: 	8.6 	7.9 	8.2 	8.2 	7.5 	7.6 	8.4 	8.7 	9.5 	9.1 	9.0 	: 
A,P_THAB,ED7,M,SI	: 	6.5 	6.5 	6.2 	13.5 	6.2 	6.6 	6.2 	5.9 	6.7 	6.6 	7.2 	6.7 
A,P_THAB,ED7,M,SK	: 	10.6 	10.1 	9.7 	9.2 	9.1 	8.5 	7.8 	7.9 	7.5 	6.9 	7.4 	8.3 
A,P_THAB,ED7,M,TR	: 	: 	: 	0.8 	0.8 	0.9 	1.2 	1.6 	1.0 	1.1 	1.3 	1.6 	: 
A,P_THAB,ED7,M,UK	: 	6.7 	6.3 	6.4 	6.4 	6.3 	6.9 	7.2 	: 	: 	: 	: 	: 
A,P_THAB,ED7,T,AL	: 	: 	: 	: 	: 	: 	: 	: 	: 	4.3 	4.5 	4.8 	: 
A,P_THAB,ED7,T,AT	: 	5.6 	6.0 	5.4 	5.8 	5.6 	5.9 	6.1 	6.1 	6.4 	6.4 	6.7 	7.0 
A,P_THAB,ED7,T,BE	: 	5.4 	6.0 	5.7 	5.9 	5.6 	5.5 	5.6 	6.1 	6.2 	6.0 	6.7 	: 
A,P_THAB,ED7,T,BG	: 	5.1 	5.5 	6.4 	5.8 	6.1 	5.9 	5.8 	5.4 	6.0 	6.0 	5.7 	6.6 
A,P_THAB,ED7,T,CH	: 	4.7 	5.0 	5.2 	5.3 	5.5 	5.8 	6.0 	6.1 	6.9 	6.8 	7.3 	7.7 
A,P_THAB,ED7,T,CY	: 	1.8 	2.0 	2.8 	3.1 	3.1 	2.9 	3.2 	2.8 	2.8 	3.5 	3.9 	4.1 
A,P_THAB,ED7,T,CZ	: 	6.9 	6.7 	7.3 	7.2 	7.4 	7.3 	7.1 	7.1 	6.7 	6.6 	6.6 	: 
A,P_THAB,ED7,T,DE	: 	6.1 	6.6 	7.0 	7.1 	7.6 	7.7 	8.0 	7.5 	8.1 	8.4 	8.5 	8.7 
A,P_THAB,ED7,T,DK	: 	5.9 	6.2 	6.9 	8.9 	8.8 	8.8 	8.8 	8.6 	10.1 	9.8 	10.5 	10.2 
A,P_THAB,ED7,T,EE	: 	5.4 	5.0 	6.0 	6.2 	6.5 	6.5 	6.9 	7.5 	8.0 	7.5 	6.9 	7.5 
A,P_THAB,ED7,T,EL	: 	2.8 	2.8 	3.1 	3.8 	4.4 	4.7 	4.5 	4.3 	4.8 	5.4 	6.0 	5.5 
A,P_THAB,ED7,T,ES	: 	6.8 	6.4 	6.3 	5.5 	5.4 	4.9 	4.8 	5.2 	5.1 	5.3 	5.2 	5.6 
A,P_THAB,ED7,T,EU27_2020	: 	6.4 	6.5 	6.7 	6.8 	7.1 	7.1 d	7.3 	7.3 	7.8 	7.8 	8.1 	: 
A,P_THAB,ED7,T,EU28	: 	6.3 	6.4 	6.5 	6.6 	6.9 	7.0 d	7.2 	: 	: 	: 	: 	: 
A,P_THAB,ED7,T,FI	: 	7.0 	7.2 	7.4 	7.9 	7.7 	7.6 	8.2 	9.3 	8.5 	9.0 	10.3 	11.9 
A,P_THAB,ED7,T,FR	: 	: d	: d	9.9 	10.3 	10.2 	10.4 d	10.9 	11.4 	12.0 	11.9 	12.5 	12.3 
A,P_THAB,ED7,T,HR	: 	6.6 	6.8 	7.5 	7.5 	7.6 	8.0 	8.7 	9.0 	10.0 	9.6 	9.2 	8.8 
A,P_THAB,ED7,T,HU	: 	3.1 	3.3 	3.3 	3.6 	3.6 	3.7 	3.6 	4.2 d	3.6 	3.7 	3.8 	3.7 
A,P_THAB,ED7,T,IE	: 	3.4 	4.0 	5.8 	5.6 	6.5 	7.6 d	9.1 d	10.9 d	11.2 d	13.1 d	12.9 d	: 
A,P_THAB,ED7,T,IS	: 	2.9 	4.1 	3.2 	3.3 	3.5 	3.8 	3.6 	3.2 	3.6 	3.6 	4.3 	: 
A,P_THAB,ED7,T,IT	: 	5.6 	5.6 	5.7 	5.8 	6.2 	6.6 	7.2 	7.1 p	8.1 	8.2 	8.8 	9.1 
A,P_THAB,ED7,T,LI	: 	4.2 	5.1 	5.1 	6.4 	6.4 	3.5 	4.8 	6.9 	5.6 	4.1 	: 	: 
A,P_THAB,ED7,T,LT	: 	4.9 	4.3 	4.2 	4.0 	4.5 	4.4 	4.3 	4.4 	4.8 	4.8 	4.4 	4.5 
A,P_THAB,ED7,T,LU	: 	1.7 	1.3 	1.1 	1.1 	0.8 	1.2 	1.2 	1.4 	1.5 	1.5 	2.0 	2.0 
A,P_THAB,ED7,T,LV	: 	3.6 	3.3 	3.4 	3.3 	3.5 	3.3 	3.2 	4.1 	4.4 	3.6 	3.7 	: 
A,P_THAB,ED7,T,ME	: 	: 	: 	: 	: 	: d	: d	: d	: d	1.5 	: 	1.9 	2.2 
A,P_THAB,ED7,T,MK	: 	1.4 	1.7 	1.4 	1.7 	1.6 	1.7 	1.7 	1.4 	1.5 	1.9 	2.2 	2.0 
A,P_THAB,ED7,T,MT	: 	3.4 	3.3 	2.6 	2.4 	2.5 	3.1 	2.8 	2.3 	2.7 	3.2 	2.4 	2.5 
A,P_THAB,ED7,T,NL	: 	2.9 	3.0 	3.6 	3.9 	4.1 	4.6 	4.8 	4.9 	5.7 	5.6 	6.1 	: 
A,P_THAB,ED7,T,NO	: 	4.6 	4.7 	4.6 	4.0 	5.7 	6.0 	6.0 	6.2 	6.8 	7.2 	7.6 	7.8 
A,P_THAB,ED7,T,PL	: 	6.8 	7.2 	7.5 	7.7 	9.3 	7.8 	7.4 	6.2 	6.4 	6.3 	6.3 	6.3 
A,P_THAB,ED7,T,PT	: 	6.6 	6.5 	7.2 	7.3 	7.6 	7.8 	7.8 	7.7 	8.0 	8.1 	8.9 	: 
A,P_THAB,ED7,T,RO	: 	5.9 	6.3 	5.3 	4.9 	5.2 	5.5 	5.8 	6.5 	6.7 	6.4 	6.3 	6.3 
A,P_THAB,ED7,T,RS	: 	: 	7.8 	8.0 	4.2 	4.2 	4.1 	4.4 	4.6 	4.3 	5.0 	5.5 	5.9 
A,P_THAB,ED7,T,SE	: 	6.5 	6.2 	6.5 	6.6 	6.1 	6.3 	7.1 	7.4 	8.2 	7.9 	8.0 	: 
A,P_THAB,ED7,T,SI	: 	5.3 	5.2 	5.2 	10.8 	5.1 	5.7 	5.5 	5.4 	5.9 	6.0 	6.5 	6.3 
A,P_THAB,ED7,T,SK	: 	8.3 	8.1 	7.7 	7.5 	7.2 	6.7 	6.2 	6.3 	5.8 	5.4 	5.8 	6.2 
A,P_THAB,ED7,T,TR	: 	: 	: 	0.7 	0.8 	0.8 	1.1 	1.5 	0.9 	1.0 	1.3 	1.5 	: 
A,P_THAB,ED7,T,UK	: 	5.6 	5.3 	5.5 	5.6 	5.6 	6.4 	6.9 	: 	: 	: 	: 	: 
A,P_THAB,ED8,F,AL	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.1 	0.3 	0.0 	: 
A,P_THAB,ED8,F,AT	: 	0.6 	0.6 	0.5 	0.6 	0.6 	0.6 	0.6 	0.6 	0.6 	0.6 	0.6 	0.8 
A,P_THAB,ED8,F,BE	: 	0.5 	0.5 	0.6 	0.6 	0.5 	0.6 	0.6 	0.6 	0.7 	0.7 	0.8 	: 
A,P_THAB,ED8,F,BG	: 	0.4 	0.5 	0.5 	0.5 	0.6 	0.5 	0.5 	0.4 	0.5 	0.5 	0.4 	0.5 
A,P_THAB,ED8,F,CH	: 	1.0 	1.1 	1.3 	1.3 	1.5 	1.4 	1.5 	1.6 	1.5 	1.6 	1.7 	1.7 
A,P_THAB,ED8,F,CY	: 	0.2 	0.2 	0.2 	0.3 	0.2 	0.2 	0.3 	0.3 	0.4 	0.3 	0.7 	0.4 
A,P_THAB,ED8,F,CZ	: 	0.6 	0.6 	0.6 	0.6 	0.7 	0.7 	0.8 	0.6 	0.7 	0.8 	0.8 	: 
A,P_THAB,ED8,F,DE	: 	0.9 	0.9 	0.9 	0.9 	0.9 	0.9 	0.9 	0.8 	0.9 	0.9 	0.9 	1.0 
A,P_THAB,ED8,F,DK	: 	0.8 	0.8 	0.9 	0.9 	0.8 	0.8 	0.8 	0.7 	0.8 	0.8 	0.7 	1.0 
A,P_THAB,ED8,F,EE	: 	0.7 	0.5 	0.6 	0.7 	0.9 	0.8 	0.8 	0.8 	0.8 	1.0 	0.7 	1.0 
A,P_THAB,ED8,F,EL	: 	0.3 	0.4 	0.4 	0.5 	0.5 	0.4 	0.5 	0.5 	0.6 	0.5 	0.9 	0.8 
A,P_THAB,ED8,F,ES	: 	0.8 	0.9 	1.1 	1.3 	1.5 	1.4 	0.7 	0.7 	0.7 	0.8 	0.8 	0.8 
A,P_THAB,ED8,F,EU27_2020	: 	: 	0.7 d	0.7 d	0.7 d	0.7 	0.7 d	0.6 	0.6 	0.6 	0.7 	0.8 	: 
A,P_THAB,ED8,F,EU28	: 	: 	0.7 d	0.8 d	0.8 d	0.8 	0.8 d	0.8 	: 	: 	: 	: 	: 
A,P_THAB,ED8,F,FI	: 	0.9 	0.9 	1.0 	1.0 	0.9 	0.9 	0.8 	0.8 	0.6 	0.8 	0.9 	1.1 
A,P_THAB,ED8,F,FR	: 	0.8 	0.8 	0.8 	0.8 	0.9 	0.7 d	0.7 	0.6 	0.6 	0.9 	1.1 	1.1 
A,P_THAB,ED8,F,HR	: 	0.5 	0.5 	0.6 	0.4 	0.5 	0.4 	0.4 	0.5 	0.5 	0.7 	0.8 	0.8 
A,P_THAB,ED8,F,HU	: 	0.2 	0.3 	0.3 	0.2 	0.2 	0.3 	0.3 	0.2 	0.3 	0.4 	0.4 	0.5 
A,P_THAB,ED8,F,IE	: 	0.9 	1.0 	0.8 	0.9 	0.8 	0.9 d	0.9 d	0.8 d	0.9 d	0.9 d	0.9 d	: 
A,P_THAB,ED8,F,IS	: 	0.5 	0.9 	0.5 	0.5 	0.5 	0.3 	0.5 	0.6 	0.7 	0.5 	0.4 	: 
A,P_THAB,ED8,F,IT	: 	0.7 	0.7 	0.7 	0.7 	0.6 d	0.5 	0.6 	0.6 p	0.6 	0.7 	0.8 	0.8 
A,P_THAB,ED8,F,LI	: 	0.0 	0.0 	0.0 	0.0 	0.0 	0.5 	0.9 	1.3 	0.0 	0.0 	: 	: 
A,P_THAB,ED8,F,LT	: 	0.4 	0.4 	0.4 	0.3 	0.4 	0.4 	0.4 	0.4 	0.5 	0.6 	0.6 	0.4 
A,P_THAB,ED8,F,LU	: 	0.3 	0.2 	0.4 	0.4 	0.7 	0.5 	0.6 	0.4 	0.7 	1.3 	1.2 	1.1 
A,P_THAB,ED8,F,LV	: 	0.4 	0.4 	0.4 	0.3 	0.3 	0.3 	0.3 	0.2 	0.3 	0.4 	0.4 	: 
A,P_THAB,ED8,F,ME	: 	: 	: 	: 	: 	0.0 	: d	: d	: d	0.0 	: 	0.1 	0.1 
A,P_THAB,ED8,F,MK	: 	0.1 	0.1 	0.1 	0.1 	0.1 	0.1 	0.1 	0.1 	0.1 	0.2 	0.1 	0.2 
A,P_THAB,ED8,F,MT	: 	0.1 	0.1 	0.2 	0.2 	0.2 	0.2 	0.1 	0.2 	0.1 	0.2 	0.2 	0.3 
A,P_THAB,ED8,F,NL	: 	: 	: 	: d	: 	0.4 	0.4 	0.5 	0.4 	0.5 	0.4 	0.5 	: 
A,P_THAB,ED8,F,NO	: 	0.7 	0.6 	0.6 	0.6 	0.6 	0.6 	0.7 	0.6 	0.7 	0.6 	0.6 	0.8 
A,P_THAB,ED8,F,PL	: 	: d	0.2 	0.3 	0.3 	0.2 	0.3 	0.3 	0.2 	0.2 	0.4 de	0.5 de	0.4 de
A,P_THAB,ED8,F,PT	: 	0.9 	0.8 	0.8 	0.9 	0.8 	0.8 	0.7 	0.6 	0.6 	0.7 	0.8 	: 
A,P_THAB,ED8,F,RO	: 	0.6 	0.5 	0.5 	0.3 	0.2 	0.2 	0.3 	0.2 	0.4 	0.3 	0.3 	0.5 
A,P_THAB,ED8,F,RS	: 	: 	0.3 	0.5 	0.6 	0.7 	0.7 	0.5 	0.5 	0.4 	0.5 	0.6 	0.5 
A,P_THAB,ED8,F,SE	: 	0.9 	0.9 	1.0 	0.9 	0.9 	0.8 	0.8 	0.9 	0.8 	0.9 	0.9 	: 
A,P_THAB,ED8,F,SI	: 	1.5 	1.5 	1.5 	3.1 	0.6 	0.7 	0.8 	0.7 	0.6 	0.9 	0.8 	0.8 
A,P_THAB,ED8,F,SK	: 	0.9 	0.9 	0.8 	0.8 	0.7 	0.6 	0.6 	0.6 	0.7 	0.7 	0.8 	0.8 
A,P_THAB,ED8,F,TR	: 	: 	: 	0.1 	0.2 	0.2 	0.2 	0.2 	0.2 	0.2 	0.2 	0.3 	: 
A,P_THAB,ED8,F,UK	: 	1.1 	1.1 	1.1 	1.1 	1.2 	1.3 	1.4 	: 	: 	: 	: 	: 
A,P_THAB,ED8,M,AL	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.1 	0.2 	0.0 	: 
A,P_THAB,ED8,M,AT	: 	1.3 	1.3 	1.3 	1.3 	1.2 	1.3 	1.2 	1.3 	1.3 	1.2 	1.2 	1.5 
A,P_THAB,ED8,M,BE	: 	1.1 	1.1 	1.3 	1.2 	0.9 	1.3 	1.3 	1.2 	1.2 	1.3 	1.4 	: 
A,P_THAB,ED8,M,BG	: 	0.4 	0.5 	0.7 	0.6 	0.6 	0.5 	0.5 	0.4 	0.5 	0.5 	0.4 	0.5 
A,P_THAB,ED8,M,CH	: 	2.0 	2.2 	2.3 	2.5 	2.5 	2.4 	2.5 	2.3 	2.5 	2.6 	2.7 	2.5 
A,P_THAB,ED8,M,CY	: 	0.2 	0.2 	0.3 	0.4 	0.3 	0.5 	0.5 	0.6 	0.3 	0.5 	0.4 	0.4 
A,P_THAB,ED8,M,CZ	: 	1.1 	1.2 	1.1 	1.1 	1.3 	1.3 	1.2 	0.9 	1.3 	1.2 	1.3 	: 
A,P_THAB,ED8,M,DE	: 	1.6 	1.6 	1.8 	1.7 	1.7 	1.6 	1.7 	1.6 	1.6 	1.6 	1.6 	1.7 
A,P_THAB,ED8,M,DK	: 	1.6 	1.6 	1.6 	1.6 	1.5 	1.4 	1.4 	1.3 	1.4 	1.2 	1.2 	1.7 
A,P_THAB,ED8,M,EE	: 	0.6 	0.7 	0.7 	0.8 	0.8 	1.0 	0.9 	0.8 	1.0 	1.2 	1.0 	1.2 
A,P_THAB,ED8,M,EL	: 	0.6 	0.6 	0.7 	0.7 	0.8 	0.5 	0.7 	0.6 	0.8 	0.9 	0.9 	1.1 
A,P_THAB,ED8,M,ES	: 	1.0 	1.1 	1.2 	1.4 	1.9 	1.6 	0.9 	0.9 	1.0 	1.0 	1.0 	1.1 
A,P_THAB,ED8,M,EU27_2020	: 	: 	1.1 d	1.1 d	1.1 d	1.1 	1.1 d	1.0 	1.0 	1.0 	1.1 	1.2 	: 
A,P_THAB,ED8,M,EU28	: 	: 	1.1 d	1.2 d	1.2 d	1.2 	1.2 d	1.2 	: 	: 	: 	: 	: 
A,P_THAB,ED8,M,FI	: 	1.5 	1.6 	1.6 	1.6 	1.4 	1.5 	1.3 	1.4 	1.3 	1.3 	1.4 	1.5 
A,P_THAB,ED8,M,FR	: 	1.3 	1.3 	1.4 	1.3 	1.3 	1.3 d	1.2 	1.1 	1.1 	1.3 	1.6 	1.6 
A,P_THAB,ED8,M,HR	: 	0.5 	0.7 	0.6 	0.4 	0.5 	0.5 	0.5 	0.5 	0.6 	0.9 	0.7 	0.6 
A,P_THAB,ED8,M,HU	: 	0.4 	0.4 	0.4 	0.4 	0.4 	0.4 	0.4 	0.4 	0.6 	0.6 	0.6 	0.7 
A,P_THAB,ED8,M,IE	: 	1.4 	1.4 	1.4 	1.4 	1.3 	1.2 d	1.3 d	1.2 d	1.1 d	1.3 d	1.3 d	: 
A,P_THAB,ED8,M,IS	: 	0.5 	0.5 	0.8 	0.6 	0.5 	0.5 	0.8 	0.6 	0.9 	0.7 	0.8 	: 
A,P_THAB,ED8,M,IT	: 	0.8 	0.8 	0.9 	0.8 	0.8 d	0.7 	0.7 	0.7 p	0.8 	0.9 	1.0 	1.1 
